vehicle_category,vehicle_type,engine_cc,cylinders,horsepower,weight_kg,transmission,fuel_type,cooling_system,daily_distance_km,daily_income,fuel_price_per_liter,year,fuel_efficiency_kmpl,label
Roda4,City Car,1161.9,4,76.4,860.1,Automatic,Bensin,Liquid-cooled,26.6,219578.0,13383.0,2017,14.59,Boros
Roda2,Sport,232.1,1,28.0,154.8,Manual,Bensin,Liquid-cooled,55.4,190556.0,12970.0,2024,28.0,Boros
Roda2,Bebek,133.5,1,10.3,101.9,Manual,Bensin,Air-cooled,14.5,94282.0,10020.0,2016,42.0,Boros
Roda2,Sport Besar,571.4,4,58.1,240.7,Manual,Bensin,Liquid-cooled,59.2,107847.0,11522.0,2025,17.12,Boros
Roda2,Bebek,108.3,1,8.2,95.1,Manual,Bensin,Air-cooled,49.0,272968.0,11120.0,2026,50.36,Hemat
Roda2,Bebek,135.2,1,11.0,106.5,Manual,Bensin,Air-cooled,29.5,82400.0,12637.0,2015,42.0,Boros
Roda2,Sport Besar,516.4,3,48.7,212.1,Manual,Bensin,Liquid-cooled,67.3,58809.0,11363.0,2021,16.0,Boros
Roda2,Matic,147.5,1,14.5,114.5,CVT,Bensin,Liquid-cooled,74.0,167571.0,12220.0,2020,35.0,Boros
Roda4,MPV,1579.9,4,115.0,1320.6,Automatic,Bensin,Liquid-cooled,33.1,526486.0,12652.0,2016,9.0,Boros
Roda4,SUV,1960.8,4,143.5,1587.2,Manual,Hybrid,Liquid-cooled,37.8,283985.0,14074.0,2026,8.34,Boros
Roda4,City Car,1038.9,4,65.0,863.1,Manual,Bensin,Liquid-cooled,22.8,514700.0,11819.0,2019,17.27,Hemat
Roda2,Sport,162.2,1,18.1,128.2,Manual,Bensin,Liquid-cooled,54.5,206041.0,10517.0,2016,34.98,Hemat
Roda2,Matic,112.9,1,9.5,99.6,CVT,Bensin,Air-cooled,80.0,111016.0,12977.0,2026,45.15,Hemat
Roda4,SUV,1541.9,4,101.6,1209.3,CVT,Bensin,Liquid-cooled,85.5,425832.0,13016.0,2026,12.48,Hemat
Roda2,Sport Besar,525.7,2,65.1,216.2,Manual,Bensin,Liquid-cooled,42.6,198595.0,13650.0,2023,16.0,Boros
Roda4,City Car,1205.9,3,79.2,883.3,CVT,Bensin,Liquid-cooled,44.7,173390.0,10368.0,2021,16.56,Hemat
Roda2,Bebek,134.4,1,9.7,103.1,Manual,Bensin,Air-cooled,60.0,215049.0,11092.0,2020,45.65,Boros
Roda4,City Car,1274.7,4,82.0,990.8,Manual,Bensin,Liquid-cooled,63.4,284436.0,10891.0,2024,14.52,Boros
Roda4,City Car,1105.3,3,77.0,904.9,CVT,Bensin,Liquid-cooled,26.1,350422.0,10767.0,2018,13.23,Boros
Roda2,Sport,212.3,2,23.3,148.6,Manual,Bensin,Liquid-cooled,74.8,223370.0,12619.0,2023,28.0,Boros
Roda4,MPV,1735.2,4,130.0,1421.2,CVT,Bensin,Liquid-cooled,50.9,459532.0,11675.0,2023,9.0,Boros
Roda4,SUV,1834.1,4,134.3,1486.2,Automatic,Hybrid,Liquid-cooled,77.1,434904.0,14415.0,2016,10.59,Boros
Roda4,MPV,1678.9,4,112.5,1401.2,Automatic,Bensin,Liquid-cooled,53.9,178176.0,10693.0,2023,9.0,Boros
Roda2,Sport,203.2,2,22.8,144.5,Manual,Bensin,Liquid-cooled,44.3,159271.0,11132.0,2023,29.99,Boros
Roda2,Sport Besar,498.7,4,53.4,207.4,Manual,Bensin,Liquid-cooled,22.9,59123.0,13344.0,2025,20.55,Boros
Roda2,Matic,142.1,1,12.3,115.1,CVT,Bensin,Liquid-cooled,32.9,245236.0,13278.0,2024,38.27,Boros
Roda4,SUV,1807.2,4,130.0,1490.0,Automatic,Diesel,Liquid-cooled,84.6,207286.0,12594.0,2015,8.0,Boros
Roda2,Bebek,149.9,1,11.6,106.7,Manual,Bensin,Air-cooled,29.8,126123.0,13833.0,2020,42.0,Boros
Roda4,SUV,1738.2,4,128.3,1378.8,DCT,Bensin,Liquid-cooled,58.7,155327.0,11508.0,2018,10.61,Boros
Roda2,Matic,151.0,1,15.4,117.7,CVT,Bensin,Air-cooled,59.5,293668.0,10909.0,2018,35.0,Boros
Roda4,City Car,1262.1,3,86.4,927.3,CVT,Bensin,Liquid-cooled,24.3,576780.0,11148.0,2019,13.0,Boros
Roda2,Sport,233.2,1,25.0,164.8,Manual,Bensin,Liquid-cooled,36.2,83029.0,10925.0,2024,28.0,Boros
Roda2,Matic,146.5,1,14.0,120.2,CVT,Bensin,Liquid-cooled,19.4,130047.0,13562.0,2020,35.0,Boros
Roda2,Sport,166.2,1,16.3,132.4,Manual,Bensin,Liquid-cooled,43.2,280396.0,13895.0,2015,32.91,Boros
Roda4,MPV,1334.7,4,86.2,1100.0,CVT,Diesel,Liquid-cooled,21.5,160080.0,7323.0,2018,15.61,Hemat
Roda4,SUV,1763.8,4,121.9,1393.4,Automatic,Diesel,Liquid-cooled,73.0,421013.0,8993.0,2019,9.46,Boros
Roda4,SUV,1734.6,4,126.9,1327.4,CVT,Bensin,Liquid-cooled,41.2,239734.0,13553.0,2026,12.17,Hemat
Roda4,City Car,1288.2,4,89.6,927.4,Manual,Bensin,Liquid-cooled,77.8,224090.0,11545.0,2018,13.0,Boros
Roda2,Matic,110.5,1,9.0,97.6,CVT,Bensin,Air-cooled,70.4,279240.0,13888.0,2026,55.58,Hemat
Roda2,Matic,130.3,1,12.0,108.1,CVT,Bensin,Liquid-cooled,14.0,209915.0,12223.0,2025,36.89,Boros
Roda2,Sport,199.9,2,25.8,145.1,Manual,Bensin,Liquid-cooled,17.6,116495.0,13249.0,2024,28.0,Boros
Roda4,City Car,1328.5,4,81.7,1045.4,Automatic,Bensin,Liquid-cooled,61.6,437481.0,11405.0,2022,13.0,Boros
Roda2,Bebek,114.0,1,8.5,94.3,Manual,Bensin,Air-cooled,41.3,232500.0,11395.0,2023,58.81,Hemat
Roda4,City Car,1498.2,4,105.0,1094.7,CVT,Bensin,Liquid-cooled,87.0,106070.0,10110.0,2019,13.0,Boros
Roda4,City Car,1231.8,4,81.9,961.9,Automatic,Bensin,Liquid-cooled,23.9,238068.0,11105.0,2023,13.0,Boros
Roda2,Bebek,118.7,1,8.5,98.0,Manual,Bensin,Air-cooled,48.4,66616.0,12989.0,2022,53.16,Hemat
Roda4,City Car,1415.8,3,95.6,996.1,Automatic,Bensin,Liquid-cooled,58.3,569729.0,11090.0,2020,13.0,Boros
Roda4,SUV,1878.7,4,136.1,1538.2,Manual,Bensin,Liquid-cooled,20.2,435822.0,12802.0,2026,8.0,Boros
Roda4,MPV,1767.6,4,130.0,1438.6,Automatic,Bensin,Liquid-cooled,73.8,462491.0,10113.0,2023,9.0,Boros
Roda4,City Car,1456.7,4,96.5,1066.2,Manual,Bensin,Liquid-cooled,87.4,205607.0,12783.0,2017,13.0,Boros
Roda2,Bebek,133.3,1,10.5,102.6,Manual,Bensin,Air-cooled,50.4,66814.0,10370.0,2015,42.0,Boros
Roda4,City Car,1058.0,3,68.7,806.1,CVT,Bensin,Liquid-cooled,94.9,407214.0,11537.0,2026,18.0,Hemat
Roda4,MPV,1419.8,4,95.7,1199.9,CVT,Diesel,Liquid-cooled,28.5,576977.0,7834.0,2019,14.4,Hemat
Roda4,MPV,1399.8,4,91.4,1119.7,CVT,Diesel,Liquid-cooled,46.5,574404.0,9147.0,2016,13.97,Hemat
Roda2,Sport Besar,647.1,2,70.0,227.6,Manual,Bensin,Liquid-cooled,44.8,234363.0,13053.0,2016,16.0,Boros
Roda2,Bebek,121.2,1,10.1,101.8,Manual,Bensin,Air-cooled,38.9,143005.0,13028.0,2017,42.0,Boros
Roda4,MPV,1431.7,4,96.6,1208.9,CVT,Diesel,Liquid-cooled,91.6,442146.0,7235.0,2016,12.58,Hemat
Roda4,SUV,1635.2,4,104.8,1276.9,Automatic,Hybrid,Liquid-cooled,31.8,371124.0,14293.0,2018,11.12,Hemat
Roda4,SUV,1600.9,4,109.8,1328.5,DCT,Bensin,Liquid-cooled,72.2,571585.0,10402.0,2024,10.39,Boros
Roda2,Sport Besar,366.0,2,41.3,179.4,Manual,Bensin,Liquid-cooled,24.6,188412.0,13584.0,2016,17.49,Boros
Roda2,Sport Besar,379.1,3,35.7,175.3,Manual,Bensin,Liquid-cooled,35.8,279244.0,11651.0,2019,21.43,Boros
Roda4,SUV,1727.3,4,118.1,1294.1,DCT,Bensin,Liquid-cooled,88.3,569007.0,12050.0,2015,10.01,Boros
Roda4,MPV,1649.3,4,113.3,1415.8,Automatic,Bensin,Liquid-cooled,64.5,246021.0,13870.0,2021,9.0,Boros
Roda4,MPV,1766.2,4,117.6,1451.7,CVT,Bensin,Liquid-cooled,81.1,334964.0,12891.0,2016,9.0,Boros
Roda4,SUV,1686.8,4,117.6,1383.6,CVT,Hybrid,Liquid-cooled,20.8,517776.0,14008.0,2017,11.93,Hemat
Roda2,Sport,222.2,1,26.2,160.2,Manual,Bensin,Liquid-cooled,46.6,213284.0,10669.0,2017,28.0,Boros
Roda4,MPV,1517.1,4,111.0,1295.9,CVT,Bensin,Liquid-cooled,99.8,407733.0,11563.0,2017,9.21,Boros
Roda2,Matic,120.5,1,11.1,100.4,CVT,Bensin,Air-cooled,55.4,204790.0,13201.0,2019,48.08,Hemat
Roda4,SUV,1705.2,4,119.4,1354.2,Manual,Bensin,Liquid-cooled,51.9,576242.0,11269.0,2017,10.14,Boros
Roda4,SUV,1764.9,4,122.5,1433.2,CVT,Diesel,Liquid-cooled,60.2,557062.0,12535.0,2024,9.34,Boros
Roda4,City Car,1344.5,3,93.0,1037.5,Automatic,Bensin,Liquid-cooled,35.7,126624.0,11288.0,2022,13.0,Boros
Roda4,SUV,1970.0,4,145.0,1545.8,Manual,Bensin,Liquid-cooled,98.5,273637.0,12643.0,2019,8.0,Boros
Roda2,Bebek,142.3,1,11.9,105.8,Manual,Bensin,Air-cooled,43.3,174385.0,10798.0,2021,42.0,Boros
Roda2,Bebek,118.8,1,9.0,93.2,Manual,Bensin,Air-cooled,76.0,110173.0,10474.0,2016,48.74,Hemat
Roda2,Sport Besar,445.1,4,46.7,212.6,Manual,Bensin,Liquid-cooled,16.2,155919.0,11283.0,2017,16.0,Boros
Roda2,Matic,149.8,1,14.5,118.1,CVT,Bensin,Liquid-cooled,58.4,80405.0,10254.0,2025,35.0,Boros
Roda4,SUV,1994.6,4,148.1,1585.1,CVT,Bensin,Liquid-cooled,71.1,273665.0,13876.0,2015,8.0,Boros
Roda4,SUV,1709.9,4,108.7,1448.3,DCT,Hybrid,Liquid-cooled,43.8,426521.0,14270.0,2022,12.51,Hemat
Roda4,City Car,1273.4,4,87.6,1003.6,Manual,Bensin,Liquid-cooled,69.3,165671.0,10580.0,2023,13.0,Boros
Roda2,Sport Besar,343.5,2,39.2,168.4,Manual,Bensin,Liquid-cooled,64.3,87051.0,10291.0,2023,25.84,Hemat
Roda2,Bebek,147.7,1,11.7,106.0,Manual,Bensin,Air-cooled,40.6,198390.0,10285.0,2019,42.0,Boros
Roda4,MPV,1791.2,4,122.0,1499.2,Automatic,Diesel,Liquid-cooled,51.9,579518.0,7406.0,2019,9.0,Boros
Roda2,Sport,248.4,2,29.8,159.9,Manual,Bensin,Liquid-cooled,39.1,109737.0,13720.0,2018,28.0,Boros
Roda4,SUV,1917.3,4,139.5,1594.6,DCT,Bensin,Liquid-cooled,62.4,379382.0,13361.0,2026,8.0,Boros
Roda2,Sport Besar,571.4,4,54.0,232.8,Manual,Bensin,Liquid-cooled,77.0,71944.0,10017.0,2017,16.0,Boros
Roda4,SUV,1696.2,4,110.3,1366.2,Manual,Diesel,Liquid-cooled,48.0,566405.0,11264.0,2016,9.74,Boros
Roda2,Sport,154.2,1,15.0,124.8,Manual,Bensin,Liquid-cooled,38.6,195680.0,12753.0,2022,39.29,Hemat
Roda4,City Car,1223.6,3,79.9,951.6,Automatic,Bensin,Liquid-cooled,29.9,478158.0,11952.0,2025,14.01,Boros
Roda2,Sport Besar,320.3,3,28.9,174.6,Manual,Bensin,Liquid-cooled,36.5,103653.0,11918.0,2024,21.64,Boros
Roda2,Matic,141.6,1,13.4,113.3,CVT,Bensin,Liquid-cooled,45.8,73315.0,13591.0,2017,35.0,Boros
Roda2,Bebek,119.7,1,8.4,96.3,Manual,Bensin,Air-cooled,21.2,201238.0,11241.0,2026,49.58,Hemat
Roda4,City Car,1066.3,3,70.9,820.8,CVT,Bensin,Liquid-cooled,58.7,224927.0,12709.0,2017,15.92,Hemat
Roda4,SUV,1978.7,4,150.0,1577.6,Automatic,Diesel,Liquid-cooled,32.2,530612.0,7429.0,2021,8.0,Boros
Roda2,Sport Besar,461.6,4,49.9,205.0,Manual,Bensin,Liquid-cooled,29.5,63753.0,12597.0,2026,19.1,Boros
Roda4,City Car,1125.9,4,75.8,849.1,CVT,Bensin,Liquid-cooled,37.3,309826.0,12164.0,2024,17.33,Hemat
Roda4,MPV,1519.5,4,106.3,1290.8,CVT,Diesel,Liquid-cooled,83.5,363134.0,13062.0,2015,10.75,Boros
Roda4,SUV,1906.2,4,141.8,1523.9,DCT,Hybrid,Liquid-cooled,39.5,121810.0,14356.0,2024,11.2,Hemat
Roda4,MPV,1535.8,4,100.0,1297.0,CVT,Bensin,Liquid-cooled,59.5,247321.0,13547.0,2016,11.79,Boros
Roda4,SUV,1851.8,4,130.8,1440.3,CVT,Bensin,Liquid-cooled,68.2,266248.0,12428.0,2021,8.0,Boros
Roda2,Matic,111.4,1,9.0,95.0,CVT,Bensin,Air-cooled,70.7,108402.0,13036.0,2023,54.1,Hemat
Roda2,Bebek,141.5,1,10.8,106.8,Manual,Bensin,Air-cooled,39.0,118352.0,10220.0,2023,42.0,Boros
Roda2,Matic,145.1,1,14.7,116.6,CVT,Bensin,Air-cooled,62.1,274262.0,13612.0,2017,35.0,Boros
Roda4,MPV,1780.5,4,127.3,1500.0,CVT,Bensin,Liquid-cooled,77.1,198842.0,12706.0,2026,9.0,Boros
Roda4,MPV,1680.7,4,123.2,1330.2,Manual,Bensin,Liquid-cooled,77.2,275290.0,12338.0,2020,9.0,Boros
Roda4,SUV,1632.0,4,121.0,1288.2,CVT,Diesel,Liquid-cooled,40.8,404403.0,11210.0,2024,13.61,Hemat
Roda2,Matic,146.0,1,14.3,121.6,CVT,Bensin,Air-cooled,75.5,90782.0,10055.0,2016,35.0,Boros
Roda2,Matic,130.9,1,11.7,107.7,CVT,Bensin,Liquid-cooled,48.0,194328.0,12750.0,2022,36.86,Boros
Roda2,Bebek,102.0,1,8.0,90.4,Manual,Bensin,Air-cooled,14.2,111776.0,10622.0,2016,46.98,Boros
Roda2,Bebek,102.2,1,7.4,90.0,Manual,Bensin,Air-cooled,51.6,152844.0,10493.0,2024,63.9,Hemat
Roda4,MPV,1659.4,4,116.1,1356.9,Manual,Bensin,Liquid-cooled,60.0,334021.0,11340.0,2016,9.91,Boros
Roda4,City Car,1424.1,3,96.5,1080.0,Manual,Bensin,Liquid-cooled,16.5,276899.0,11480.0,2019,13.0,Boros
Roda4,City Car,1400.9,4,97.1,985.5,Manual,Bensin,Liquid-cooled,40.2,443324.0,11675.0,2022,13.0,Boros
Roda2,Matic,115.3,1,10.8,102.6,CVT,Bensin,Air-cooled,26.7,155964.0,10057.0,2017,44.07,Hemat
Roda2,Bebek,113.7,1,8.4,96.0,Manual,Bensin,Air-cooled,22.3,52529.0,10580.0,2025,48.45,Hemat
Roda2,Matic,158.2,1,15.7,121.1,CVT,Bensin,Liquid-cooled,21.1,183879.0,13769.0,2023,35.0,Boros
Roda4,SUV,1930.7,4,145.8,1488.9,Automatic,Hybrid,Liquid-cooled,43.4,584390.0,13991.0,2018,8.0,Boros
Roda4,MPV,1760.3,4,130.0,1424.6,Automatic,Bensin,Liquid-cooled,31.4,318706.0,10977.0,2019,9.0,Boros
Roda4,City Car,1351.1,3,88.9,1061.6,CVT,Bensin,Liquid-cooled,29.9,527342.0,12753.0,2017,13.0,Boros
Roda4,City Car,1408.9,3,99.1,1069.1,Automatic,Bensin,Liquid-cooled,71.8,155850.0,10530.0,2025,13.0,Boros
Roda2,Sport,176.5,1,17.4,133.1,Manual,Bensin,Liquid-cooled,43.4,151173.0,13635.0,2019,31.63,Boros
Roda4,MPV,1347.8,4,85.0,1172.1,Automatic,Bensin,Liquid-cooled,41.2,311666.0,11001.0,2015,11.8,Boros
Roda4,City Car,1032.3,3,72.1,800.0,Automatic,Bensin,Liquid-cooled,19.3,398636.0,12356.0,2017,15.65,Hemat
Roda2,Matic,155.5,1,14.3,123.8,CVT,Bensin,Air-cooled,75.5,91185.0,10164.0,2022,35.0,Boros
Roda4,SUV,1831.2,4,135.1,1409.2,Automatic,Bensin,Liquid-cooled,54.6,223859.0,12101.0,2025,8.0,Boros
Roda2,Sport,188.1,1,21.8,139.2,Manual,Bensin,Liquid-cooled,51.2,61287.0,10935.0,2026,29.81,Boros
Roda2,Bebek,134.8,1,9.8,100.1,Manual,Bensin,Air-cooled,60.7,53955.0,11330.0,2021,42.0,Boros
Roda2,Matic,140.4,1,13.2,108.7,CVT,Bensin,Liquid-cooled,41.5,131283.0,11837.0,2021,35.0,Boros
Roda2,Matic,148.5,1,14.7,117.2,CVT,Bensin,Air-cooled,67.7,224924.0,13773.0,2017,35.0,Boros
Roda4,SUV,1867.2,4,138.0,1484.6,DCT,Diesel,Liquid-cooled,93.5,290141.0,13094.0,2022,8.68,Boros
Roda4,SUV,1508.5,4,104.4,1244.9,Automatic,Diesel,Liquid-cooled,22.7,479487.0,12292.0,2024,11.26,Hemat
Roda2,Bebek,139.0,1,10.9,104.5,Manual,Bensin,Air-cooled,20.2,75698.0,12227.0,2022,42.0,Boros
Roda4,City Car,1271.5,4,76.0,945.0,Manual,Bensin,Liquid-cooled,32.7,573602.0,10014.0,2017,13.06,Boros
Roda4,City Car,1323.5,4,88.8,975.1,CVT,Bensin,Liquid-cooled,61.2,319294.0,13161.0,2016,13.0,Boros
Roda4,SUV,1711.2,4,120.2,1366.1,DCT,Bensin,Liquid-cooled,73.1,207236.0,12760.0,2019,10.21,Boros
Roda2,Sport Besar,517.7,4,54.6,215.8,Manual,Bensin,Liquid-cooled,12.3,186657.0,13859.0,2018,16.0,Boros
Roda4,City Car,1024.8,4,65.8,800.0,Manual,Bensin,Liquid-cooled,33.8,564979.0,12999.0,2022,19.58,Hemat
Roda2,Sport,188.3,1,20.9,145.0,Manual,Bensin,Liquid-cooled,60.6,76672.0,10213.0,2022,30.66,Boros
Roda2,Sport Besar,638.1,4,66.3,250.0,Manual,Bensin,Liquid-cooled,12.0,60042.0,10310.0,2026,16.0,Boros
Roda2,Matic,110.6,1,9.0,95.0,CVT,Bensin,Liquid-cooled,40.2,292337.0,10547.0,2016,44.35,Hemat
Roda4,MPV,1753.2,4,126.1,1460.2,CVT,Diesel,Liquid-cooled,48.3,560889.0,9432.0,2017,9.0,Boros
Roda4,SUV,1992.5,4,145.2,1558.2,Automatic,Diesel,Liquid-cooled,95.2,307751.0,9753.0,2017,8.0,Boros
Roda4,SUV,1695.7,4,119.1,1280.7,Automatic,Hybrid,Liquid-cooled,36.0,229398.0,14242.0,2024,11.27,Hemat
Roda4,MPV,1428.0,4,87.2,1113.0,CVT,Bensin,Liquid-cooled,22.8,287346.0,12426.0,2015,12.46,Hemat
Roda2,Sport Besar,384.0,3,47.2,188.0,Manual,Bensin,Liquid-cooled,58.3,222561.0,13648.0,2022,18.4,Boros
Roda4,SUV,1854.3,4,140.0,1495.9,Manual,Diesel,Liquid-cooled,80.1,221985.0,7779.0,2022,8.72,Boros
Roda4,City Car,1428.0,4,92.8,982.2,CVT,Bensin,Liquid-cooled,30.4,265520.0,11481.0,2018,13.0,Boros
Roda2,Sport,219.1,2,23.5,146.9,Manual,Bensin,Liquid-cooled,14.3,254285.0,10842.0,2025,28.0,Boros
Roda2,Sport,185.5,2,21.2,138.2,Manual,Bensin,Liquid-cooled,63.0,66612.0,11072.0,2023,28.0,Boros
Roda4,SUV,1859.0,4,137.9,1456.7,CVT,Diesel,Liquid-cooled,95.1,326972.0,11465.0,2017,8.51,Boros
Roda2,Matic,136.5,1,13.4,115.4,CVT,Bensin,Air-cooled,65.6,213205.0,10905.0,2025,41.01,Boros
Roda2,Sport,214.4,1,23.7,152.1,Manual,Bensin,Liquid-cooled,26.8,50061.0,13131.0,2016,28.0,Boros
Roda2,Bebek,146.9,1,11.4,109.2,Manual,Bensin,Air-cooled,26.2,220338.0,13667.0,2017,42.0,Boros
Roda4,MPV,1539.0,4,104.4,1292.2,CVT,Bensin,Liquid-cooled,39.4,273073.0,12498.0,2024,10.57,Boros
Roda4,SUV,1788.0,4,126.7,1397.6,Manual,Diesel,Liquid-cooled,15.1,417910.0,7251.0,2025,10.2,Boros
Roda2,Bebek,133.5,1,11.0,100.2,Manual,Bensin,Air-cooled,63.0,168539.0,10881.0,2018,42.0,Boros
Roda4,City Car,1368.8,3,103.4,990.0,Automatic,Bensin,Liquid-cooled,59.0,156005.0,11364.0,2026,13.0,Boros
Roda4,City Car,1063.5,4,68.3,834.5,CVT,Bensin,Liquid-cooled,57.1,557647.0,10397.0,2017,18.71,Hemat
Roda4,SUV,1742.8,4,123.2,1523.4,Automatic,Diesel,Liquid-cooled,20.2,385209.0,10155.0,2026,11.38,Hemat
Roda2,Matic,146.5,1,14.6,111.7,CVT,Bensin,Liquid-cooled,16.5,159368.0,10090.0,2025,36.97,Boros
Roda4,City Car,1183.1,3,80.5,883.5,CVT,Bensin,Liquid-cooled,46.5,295794.0,12128.0,2026,15.98,Hemat
Roda4,SUV,1688.8,4,106.8,1394.1,Manual,Bensin,Liquid-cooled,91.4,565173.0,13078.0,2024,9.06,Boros
Roda2,Matic,115.1,1,10.3,96.8,CVT,Bensin,Air-cooled,63.8,263231.0,13038.0,2015,48.2,Hemat
Roda4,City Car,1256.8,3,86.4,969.2,Manual,Bensin,Liquid-cooled,74.9,354811.0,10737.0,2024,14.26,Boros
Roda4,MPV,1770.3,4,129.9,1449.1,CVT,Diesel,Liquid-cooled,18.3,407588.0,8707.0,2016,9.0,Boros
Roda4,MPV,1494.0,4,100.1,1253.1,Automatic,Bensin,Liquid-cooled,18.6,497263.0,10960.0,2020,11.62,Boros
Roda4,SUV,1726.9,4,121.5,1341.0,DCT,Hybrid,Liquid-cooled,93.6,450954.0,14437.0,2015,12.29,Hemat
Roda2,Bebek,104.7,1,7.8,93.1,Manual,Bensin,Air-cooled,22.1,158463.0,11554.0,2018,58.47,Hemat
Roda4,MPV,1482.8,4,95.0,1245.6,Automatic,Diesel,Liquid-cooled,36.3,132994.0,12264.0,2016,12.22,Hemat
Roda2,Matic,114.2,1,9.8,97.2,CVT,Bensin,Liquid-cooled,57.8,83841.0,10557.0,2018,47.85,Hemat
Roda4,City Car,1199.7,4,84.5,991.1,Manual,Bensin,Liquid-cooled,56.6,299352.0,11231.0,2020,14.47,Boros
Roda2,Matic,122.5,1,12.0,100.1,CVT,Bensin,Liquid-cooled,35.1,251396.0,11944.0,2016,43.01,Hemat
Roda2,Bebek,122.4,1,8.4,99.4,Manual,Bensin,Air-cooled,61.6,95571.0,12199.0,2023,42.0,Boros
Roda4,MPV,1514.8,4,102.8,1319.6,Manual,Bensin,Liquid-cooled,94.2,305399.0,13394.0,2023,12.11,Hemat
Roda4,SUV,1586.3,4,112.4,1277.8,CVT,Hybrid,Liquid-cooled,82.0,288963.0,14163.0,2024,12.36,Hemat
Roda2,Sport,243.1,1,28.6,169.3,Manual,Bensin,Liquid-cooled,44.2,90979.0,12608.0,2021,28.0,Boros
Roda2,Sport Besar,469.5,2,52.3,212.9,Manual,Bensin,Liquid-cooled,55.2,291328.0,13249.0,2025,17.22,Boros
Roda2,Matic,148.6,1,14.0,116.0,CVT,Bensin,Air-cooled,16.5,126526.0,11807.0,2020,42.68,Hemat
Roda2,Bebek,120.1,1,9.9,97.5,Manual,Bensin,Air-cooled,17.5,160015.0,12846.0,2021,45.25,Boros
Roda2,Matic,125.2,1,11.3,106.7,CVT,Bensin,Air-cooled,62.3,179447.0,12565.0,2017,45.25,Hemat
Roda2,Sport,166.8,2,17.9,121.7,Manual,Bensin,Liquid-cooled,68.2,128221.0,12658.0,2025,34.91,Hemat
Roda2,Matic,156.8,1,15.9,125.0,CVT,Bensin,Liquid-cooled,59.9,141976.0,11313.0,2016,35.0,Boros
Roda4,SUV,1924.0,4,140.5,1600.0,DCT,Diesel,Liquid-cooled,84.7,310644.0,7672.0,2017,8.0,Boros
Roda2,Sport Besar,519.1,3,53.8,230.5,Manual,Bensin,Liquid-cooled,38.7,129935.0,11006.0,2024,16.0,Boros
Roda2,Matic,133.1,1,12.8,104.2,CVT,Bensin,Air-cooled,48.4,288294.0,10703.0,2018,43.07,Hemat
Roda2,Bebek,145.0,1,11.5,109.0,Manual,Bensin,Air-cooled,37.5,256967.0,13072.0,2021,42.0,Boros
Roda4,SUV,1873.3,4,142.3,1524.3,DCT,Hybrid,Liquid-cooled,99.9,266094.0,14198.0,2020,10.02,Boros
Roda2,Sport,172.3,1,19.8,131.4,Manual,Bensin,Liquid-cooled,60.3,142982.0,10778.0,2024,39.12,Hemat
Roda4,City Car,1034.4,3,67.3,800.0,Manual,Bensin,Liquid-cooled,40.9,182138.0,12776.0,2015,18.07,Hemat
Roda2,Sport,160.3,1,15.0,120.0,Manual,Bensin,Liquid-cooled,22.7,64056.0,13697.0,2022,38.95,Hemat
Roda2,Sport Besar,601.7,4,58.4,235.4,Manual,Bensin,Liquid-cooled,30.4,68685.0,10948.0,2016,16.0,Boros
Roda2,Sport Besar,606.0,4,70.0,238.5,Manual,Bensin,Liquid-cooled,15.8,244088.0,12434.0,2026,16.36,Boros
Roda4,City Car,1337.6,4,97.8,1038.6,Manual,Bensin,Liquid-cooled,59.4,579716.0,11410.0,2017,13.0,Boros
Roda2,Sport,180.8,2,18.1,129.4,Manual,Bensin,Liquid-cooled,64.2,242034.0,11940.0,2016,29.21,Boros
Roda4,City Car,1169.9,4,77.9,905.0,Automatic,Bensin,Liquid-cooled,75.2,108334.0,11289.0,2017,13.0,Boros
Roda4,City Car,1221.7,3,90.0,978.9,Manual,Bensin,Liquid-cooled,85.6,498063.0,11779.0,2021,13.0,Boros
Roda2,Matic,111.1,1,9.0,95.1,CVT,Bensin,Liquid-cooled,73.1,109101.0,11780.0,2018,47.0,Hemat
Roda2,Sport,241.0,2,28.5,156.5,Manual,Bensin,Liquid-cooled,57.4,275378.0,10528.0,2016,28.0,Boros
Roda2,Sport,176.5,1,19.4,142.9,Manual,Bensin,Liquid-cooled,57.6,150328.0,10445.0,2015,28.0,Boros
Roda4,City Car,1203.3,4,83.6,961.1,CVT,Bensin,Liquid-cooled,37.5,355371.0,11189.0,2024,13.49,Boros
Roda4,MPV,1767.8,4,125.5,1472.7,Automatic,Bensin,Liquid-cooled,90.0,455633.0,11312.0,2021,9.0,Boros
Roda2,Matic,149.5,1,14.8,117.7,CVT,Bensin,Liquid-cooled,13.4,75901.0,10501.0,2019,35.0,Boros
Roda4,SUV,1613.2,4,116.9,1354.5,Manual,Hybrid,Liquid-cooled,96.2,554766.0,14187.0,2017,12.54,Hemat
Roda4,SUV,1925.3,4,144.9,1526.1,Automatic,Hybrid,Liquid-cooled,93.9,519859.0,13933.0,2022,8.8,Boros
Roda4,MPV,1442.5,4,94.5,1217.5,CVT,Diesel,Liquid-cooled,28.1,130122.0,8436.0,2016,14.85,Hemat
Roda4,SUV,1635.3,4,117.4,1284.8,Automatic,Hybrid,Liquid-cooled,22.7,185488.0,13928.0,2016,11.03,Hemat
Roda4,SUV,1786.6,4,136.7,1407.1,DCT,Bensin,Liquid-cooled,26.4,167803.0,11802.0,2017,8.97,Boros
